"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CAPN10",0.0026559240494996,-0.711636383414852,0.143,0.182,1,"CAPN10"
"ZBTB43",0.0026648268963915,-0.649590398870321,0.181,0.22,1,"ZBTB43"
"IGSF8",0.00266936210091224,-0.572403149286259,0.237,0.272,1,"IGSF8"
"KLHL25",0.00267448017941,-0.861820871607796,0.106,0.143,1,"KLHL25"
"PEX11B",0.00272659905654568,-0.964856899172325,0.093,0.128,1,"PEX11B"
"RALGAPA2",0.00274842636387177,-0.853221623489204,0.109,0.145,1,"RALGAPA2"
"RNGTT",0.00275455017172106,-0.875343330893578,0.114,0.151,1,"RNGTT"
"MRPL36",0.00276332016901277,-0.4546334590295,0.364,0.39,1,"MRPL36"
"POMGNT2",0.00277191670350413,-0.770385128728715,0.153,0.189,1,"POMGNT2"
"ARF4",0.00281668633449415,0.322389614030734,0.728,0.663,1,"ARF4"
"ATF7",0.00282085325960112,0.346759111126504,0.108,0.07,1,"ATF7"
"TNRC18",0.00290704223308281,-0.960476428911744,0.076,0.11,1,"TNRC18"
"KLHL5",0.00291249432814549,-0.681492329325373,0.18,0.22,1,"KLHL5"
"STYXL1",0.00291847016689261,0.299015398886188,0.129,0.086,1,"STYXL1"
"YY1",0.00293100540805092,-0.25995064547321,0.578,0.581,1,"YY1"
"DGKZ",0.0029325671083149,-0.909330033305112,0.07,0.103,1,"DGKZ"
"ZFP64",0.00298015460988604,0.277187536423809,0.145,0.1,1,"ZFP64"
"RAB35",0.00301307739589053,-0.676588907760519,0.168,0.206,1,"RAB35"
"ZNF75A",0.00302681386410634,-0.595469978518792,0.238,0.273,1,"ZNF75A"
"REL",0.00304809969444586,-0.431964938107278,0.226,0.267,1,"REL"
"UBN1",0.00305142016818265,-0.458820465477541,0.345,0.369,1,"UBN1"
"GTPBP3",0.00305193991573917,-0.796718112222782,0.128,0.166,1,"GTPBP3"
"DYM",0.00306587010035809,-0.560204635081513,0.218,0.256,1,"DYM"
"DNAJB2",0.00307552570400893,-0.366482721883381,0.362,0.399,1,"DNAJB2"
"SPHK2",0.00308084291836548,-0.905712968379407,0.112,0.148,1,"SPHK2"
"MSRB1",0.00310258471296684,0.395452857358687,0.128,0.086,1,"MSRB1"
"NOP14",0.00310379953759739,0.373347134138729,0.104,0.067,1,"NOP14"
"ODF2L",0.00313163773493315,-0.45271728876516,0.351,0.383,1,"ODF2L"
"DYNC1LI2",0.00315388232724999,-0.336552559856939,0.509,0.513,1,"DYNC1LI2"
"RNF146",0.00322147392216692,-0.435984115831889,0.308,0.345,1,"RNF146"
"PHC3",0.00324075757602993,0.303273424632607,0.102,0.065,1,"PHC3"
"BEND5",0.00325078213348011,-0.52674554852587,0.258,0.297,1,"BEND5"
"ACOT8",0.00329035105066358,-0.71602318201934,0.154,0.192,1,"ACOT8"
"C19orf24",0.00331929166950142,-0.528754158843397,0.204,0.246,1,"C19orf24"
"AC240274.1",0.00332376852629736,0.383939378790183,0.106,0.068,1,"AC240274.1"
"ZNF420",0.00335232992103808,-0.637194421496914,0.139,0.178,1,"ZNF420"
"GPR137",0.00336012985024734,-0.62882767751546,0.146,0.185,1,"GPR137"
"SCAF4",0.00336750509440926,0.2597907161736,0.222,0.167,1,"SCAF4"
"BBIP1",0.00337553698324238,-0.332168979267865,0.395,0.42,1,"BBIP1"
"MTR",0.00337662567308095,0.301116807206558,0.106,0.068,1,"MTR"
"ZNF627",0.0033977117077278,-0.821071997271015,0.074,0.107,1,"ZNF627"
"GRK6",0.00344133374947653,0.420050121933364,0.123,0.083,1,"GRK6"
"MAP1S",0.00345862519650791,-0.743386349600486,0.155,0.191,1,"MAP1S"
"PTP4A1",0.00350297657528298,-0.342472255771523,0.515,0.521,1,"PTP4A1"
"KCTD20",0.00355482434274136,0.303678009304274,0.16,0.114,1,"KCTD20"
"CDK5RAP3",0.00363930953444567,-0.40551541105789,0.406,0.425,1,"CDK5RAP3"
"NDUFAF1",0.0037103314861251,0.252867175635372,0.217,0.162,1,"NDUFAF1"
"ZFAND2B",0.00377973510233598,-0.670397291256842,0.177,0.212,1,"ZFAND2B"
"UBE2G2",0.00380723041025073,-0.437471077840898,0.343,0.372,1,"UBE2G2"
"FNBP1",0.00383770540766517,-0.463808715842771,0.253,0.291,1,"FNBP1"
"TMEM231",0.00387002169495958,0.31152440209943,0.12,0.08,1,"TMEM231"
"ACTR2",0.00388839148224486,-0.386467854017919,0.401,0.42,1,"ACTR2"
"AGPAT1",0.00391212238253332,-0.592173767877654,0.226,0.259,1,"AGPAT1"
"AMOTL2",0.00393304177145694,0.37592853082964,0.125,0.085,1,"AMOTL2"
"SIPA1L1",0.00394413243931709,-1.0961796300811,0.088,0.12,1,"SIPA1L1"
"MYO9B",0.00396161517629086,0.507037000199741,0.119,0.081,1,"MYO9B"
"FAM184B",0.00396637358245464,-0.935311169624573,0.078,0.11,1,"FAM184B"
"STAU1",0.00402980248724577,-0.38500686440555,0.517,0.507,1,"STAU1"
"UBLCP1",0.00403169490180395,-0.485706504819068,0.227,0.267,1,"UBLCP1"
"ICE1",0.00407212845147439,-0.544995013626436,0.253,0.286,1,"ICE1"
"MAGI2",0.00412408390585235,-0.868344810645805,0.079,0.113,1,"MAGI2"
"WDR82",0.00412482147754657,-0.321550633573836,0.356,0.393,1,"WDR82"
"NFKBIE",0.00413385884047889,-0.897628917331734,0.082,0.115,1,"NFKBIE"
"MYLIP",0.00418089089632297,-0.760331249604427,0.096,0.131,1,"MYLIP"
"SPIDR",0.00420010530812715,0.313163719263068,0.118,0.079,1,"SPIDR"
"RP11-1094M14.11",0.00423812094934774,-0.510804332520674,0.237,0.271,1,"RP11-1094M14.11"
"CGGBP1",0.0042675962319398,-0.442649464448985,0.313,0.347,1,"CGGBP1"
"ABL2",0.00429108035243168,-0.61312436492894,0.177,0.215,1,"ABL2"
"MEX3B",0.00429657932580567,-0.53804504656593,0.223,0.26,1,"MEX3B"
"ERCC2",0.00435056564415088,0.257153095385277,0.126,0.086,1,"ERCC2"
"C16orf52",0.00436028589468062,-0.834525288372767,0.092,0.126,1,"C16orf52"
"DNAJC18",0.00438080815809838,-0.667285283257338,0.162,0.2,1,"DNAJC18"
"PRPF8",0.00442161741454099,-0.552579529886491,0.29,0.316,1,"PRPF8"
"RAP1GDS1",0.00442892684324163,-0.522204285935819,0.237,0.274,1,"RAP1GDS1"
"UBE2B",0.0044382012632033,-0.284787914591713,0.551,0.553,1,"UBE2B"
"ZNF677",0.0045323617513208,-0.435098522136654,0.392,0.41,1,"ZNF677"
"ELP2",0.00455110590635544,-0.454131658561354,0.36,0.382,1,"ELP2"
"RBM5",0.00459985670939728,-0.333835292652747,0.377,0.411,1,"RBM5"
"POGK",0.00463616617087263,-0.676571711106545,0.156,0.192,1,"POGK"
"ZNF566",0.00465974925547814,-0.658857731595289,0.183,0.22,1,"ZNF566"
"FBXL5",0.00468589185162217,-0.593178950678915,0.246,0.277,1,"FBXL5"
"CDK11B",0.00470227131571484,-0.531972920867272,0.263,0.295,1,"CDK11B"
"UPRT",0.00478560852206468,-0.712482957424608,0.076,0.109,1,"UPRT"
"PLA2G15",0.00479005667394236,-0.951871093340285,0.072,0.104,1,"PLA2G15"
"ZNF605",0.00479637984035885,-0.565909774787716,0.195,0.232,1,"ZNF605"
"ZNF682",0.00481335354166426,-0.619193998837369,0.15,0.186,1,"ZNF682"
"ATP2C1",0.00488583175113507,-0.710517669258607,0.17,0.203,1,"ATP2C1"
"GPR19",0.00492198538950698,0.265023549197886,0.123,0.083,1,"GPR19"
"PRRC1",0.00493873836415338,-0.640061758690331,0.166,0.202,1,"PRRC1"
"EIF2B5",0.00497343226062043,-0.66449339605262,0.147,0.185,1,"EIF2B5"
"TRIM41",0.00499852090983809,0.293993222077629,0.161,0.116,1,"TRIM41"
"RABL2B",0.00516192883482475,-0.691865777273248,0.162,0.198,1,"RABL2B"
"PLEKHB2",0.00520339842944026,-0.388528218102423,0.412,0.425,1,"PLEKHB2"
"DDHD1",0.00520392264840556,-0.4837572252432,0.198,0.238,1,"DDHD1"
"LINC01560",0.00522153123797011,-0.621759349120273,0.095,0.13,1,"LINC01560"
"KDM6A",0.0052588951216253,-0.777830377633574,0.096,0.13,1,"KDM6A"
"FAM98C",0.00529993528614068,-0.722638994705125,0.123,0.159,1,"FAM98C"
"ZNF606",0.00536303211234311,-1.02425746225599,0.072,0.103,1,"ZNF606"
"DBT",0.00536931612320513,0.257582501801901,0.109,0.072,1,"DBT"
"CHST11",0.00538809852144126,-0.671521312839642,0.103,0.137,1,"CHST11"
"SUCLA2",0.00554459808395503,-0.461132578946149,0.335,0.361,1,"SUCLA2"
"UBE2Q1",0.00563439374041652,-0.725857866403623,0.114,0.147,1,"UBE2Q1"
"DET1",0.00567868203181152,0.286424448985553,0.1,0.066,1,"DET1"
"AVL9",0.00577355211395561,-0.775721438750887,0.078,0.11,1,"AVL9"
"NCBP2-AS2",0.00578441039694817,-0.458302486711941,0.316,0.348,1,"NCBP2-AS2"
"AATF",0.00584606465524909,-0.490616805741187,0.207,0.244,1,"AATF"
"MIOS",0.00597682124638063,-0.965408751047205,0.082,0.113,1,"MIOS"
"SIRT2",0.00597856965172459,-0.445078114424974,0.318,0.351,1,"SIRT2"
"BMS1",0.00600254999760574,0.257162869007179,0.244,0.188,1,"BMS1"
"ZNF35",0.00602578594807476,-0.642894284849954,0.084,0.117,1,"ZNF35"
"CCDC92",0.00607563067257089,-0.639795694080878,0.089,0.123,1,"CCDC92"
"TMEM245",0.00610491979606159,-0.673091625557256,0.191,0.228,1,"TMEM245"
"TMEM120B",0.00615503529521299,-0.789671324171569,0.086,0.118,1,"TMEM120B"
"GTF2IRD1",0.00616957873439371,-0.693580672220688,0.125,0.16,1,"GTF2IRD1"
"HUWE1",0.00618250964424261,-0.626811377603346,0.21,0.242,1,"HUWE1"
"CYB5R3",0.00620616594466421,-0.325442934966695,0.458,0.465,1,"CYB5R3"
"ANKFY1",0.00625224017355427,-0.754121843291397,0.104,0.138,1,"ANKFY1"
"RFWD2",0.00626636869038898,-0.628291562525249,0.214,0.247,1,"RFWD2"
"STK25",0.00630155937066167,-0.285777197967149,0.508,0.509,1,"STK25"
"SRPK1",0.00633799447215962,-0.48133983185815,0.375,0.393,1,"SRPK1"
"FBXW11",0.00643330364646988,-0.532135284518621,0.267,0.296,1,"FBXW11"
"ST3GAL3",0.00648344284432456,-0.781916519128671,0.096,0.128,1,"ST3GAL3"
"SNX29",0.00655230356220971,-0.851813487801464,0.101,0.133,1,"SNX29"
"STIM2",0.00655597169292435,-0.82945900960901,0.126,0.16,1,"STIM2"
"PREPL",0.00659671214030852,-0.587316038897648,0.199,0.234,1,"PREPL"
"C11orf1",0.00661887097213002,-0.700754507330813,0.17,0.203,1,"C11orf1"
"GPAT4",0.00662979667655852,-0.688246753188776,0.151,0.186,1,"GPAT4"
"ALG13",0.00665150886131514,0.258868742294289,0.174,0.128,1,"ALG13"
"NR3C1",0.00668555269631398,0.347795913641451,0.102,0.068,1,"NR3C1"
"ZCCHC7",0.00670585930027581,-0.477873597558916,0.246,0.279,1,"ZCCHC7"
"WIZ",0.0067273993953517,-0.605120882864877,0.113,0.147,1,"WIZ"
"SLC35B1",0.00679184715028463,-0.515194183398046,0.339,0.356,1,"SLC35B1"
"MORC3",0.00680235713699542,-0.615979121363324,0.135,0.171,1,"MORC3"
"TMF1",0.0068182546702019,-0.387029830977937,0.339,0.367,1,"TMF1"
"MNT",0.00686274830245197,-0.729841210647748,0.114,0.148,1,"MNT"
"PIM1",0.00691587713074048,0.317898522910254,0.188,0.141,1,"PIM1"
"ARMC8",0.00695593001831219,-0.532253499713536,0.241,0.27,1,"ARMC8"
"PDCD6",0.00695900780562689,-0.272113387335004,0.56,0.554,1,"PDCD6"
"INPP5K",0.00701219216644238,-0.874996033907654,0.094,0.125,1,"INPP5K"
"PPID",0.00708977625084412,-0.398885760643937,0.349,0.369,1,"PPID"
"OPHN1",0.00720711762860858,0.461239661709467,0.138,0.1,1,"OPHN1"
"PDE4D",0.00722818999724215,-0.710600074805909,0.085,0.117,1,"PDE4D"
"MTHFR",0.00723423505988184,-0.834290666991974,0.073,0.104,1,"MTHFR"
"TRIM52",0.00723586459411944,-0.809218560725566,0.094,0.126,1,"TRIM52"
"ARMCX1",0.00723680058077461,-0.473832906722917,0.272,0.304,1,"ARMCX1"
"RPP40",0.0073886625147241,-0.674690854066335,0.107,0.141,1,"RPP40"
"H1F0",0.0074106357361885,-0.539441699833422,0.124,0.16,1,"H1F0"
"KLHL2",0.00759453256706034,-0.751837833562456,0.103,0.135,1,"KLHL2"
"TMEM192",0.00760793189048019,-0.535834166482365,0.218,0.252,1,"TMEM192"
"GLCE",0.00782184380466315,-0.668390152579871,0.147,0.181,1,"GLCE"
"NPEPPS",0.00782616062653701,-0.341024199377336,0.418,0.436,1,"NPEPPS"
"SBF2",0.00787612043685961,-0.588859691397459,0.158,0.194,1,"SBF2"
"ZNF562",0.00789084729954429,-0.585310050751814,0.16,0.195,1,"ZNF562"
"USP3",0.00790222565081786,-0.544738465649364,0.339,0.359,1,"USP3"
"SNX11",0.00792633930452383,0.393248151199117,0.103,0.07,1,"SNX11"
"ZNF358",0.00793196888613997,0.36014114395679,0.138,0.1,1,"ZNF358"
"SIRT6",0.00800708895162257,-0.608271491183394,0.177,0.211,1,"SIRT6"
"TRAP1",0.00804665541806821,-0.303014010036332,0.448,0.464,1,"TRAP1"
"NEU1",0.00814134865289492,-0.352278321985123,0.192,0.234,1,"NEU1"
"JMJD1C",0.00825307789103556,-0.256042915661811,0.525,0.544,1,"JMJD1C"
"NOL9",0.0083311514949171,-0.757254459745772,0.11,0.141,1,"NOL9"
"TUSC1",0.00833290062836489,-0.899564097576091,0.075,0.104,1,"TUSC1"
"RNF121",0.0083720814894711,0.338263598336198,0.101,0.068,1,"RNF121"
"VPS36",0.0083891630045191,-0.490369946058063,0.272,0.302,1,"VPS36"
"MRPL15",0.0084824441014214,-0.396339088639628,0.395,0.409,1,"MRPL15"
"MAP2K4",0.00851730171590493,-0.624598687766337,0.142,0.176,1,"MAP2K4"
"ASNSD1",0.00864422950161801,-0.418885147965615,0.335,0.355,1,"ASNSD1"
"GFM1",0.00865083483137777,-0.634838449110141,0.156,0.188,1,"GFM1"
"MRPL18",0.00866038866646974,-0.299768017552851,0.548,0.54,1,"MRPL18"
"CIC",0.00876337477693187,-0.836695708084782,0.104,0.135,1,"CIC"
"ZNF260",0.00879896662911485,0.300706096386739,0.107,0.073,1,"ZNF260"
"IREB2",0.00886419583434951,-0.537865943583917,0.225,0.257,1,"IREB2"
"DDT",0.00886697611275842,-0.291456378663023,0.447,0.473,1,"DDT"
"MAST2",0.00902499160181383,-0.893149603228144,0.072,0.1,1,"MAST2"
"LTBP3",0.00911332787430715,0.379286663213883,0.107,0.073,1,"LTBP3"
"CSTF3",0.00913013330828821,-0.382835552465347,0.345,0.367,1,"CSTF3"
"GNB1L",0.00927277011391964,-0.663562395861952,0.072,0.101,1,"GNB1L"
"SCAMP3",0.0094046811694658,-0.692141542177346,0.191,0.22,1,"SCAMP3"
"EAF1",0.00941879417958372,-0.697773194178664,0.084,0.114,1,"EAF1"
"CES2",0.00944789156725602,-0.62109981388236,0.172,0.204,1,"CES2"
"TECPR1",0.009474354058556,-0.722933362544104,0.096,0.128,1,"TECPR1"
"VPS26A",0.00947535708841647,-0.404140674011739,0.328,0.351,1,"VPS26A"
"B4GALT2",0.00969321600950327,-0.696539924190345,0.1,0.131,1,"B4GALT2"
"MIR124-2HG",0.00970523061094159,-0.782269228288076,0.081,0.111,1,"MIR124-2HG"
"SMAD9",0.00973671191245365,0.349488049110814,0.122,0.086,1,"SMAD9"
"C6orf47",0.00987350594417256,-0.756144611983651,0.089,0.119,1,"C6orf47"
"TBCK",0.00993097605039047,-0.75535277564058,0.093,0.124,1,"TBCK"
"RNF6",0.00993971396023008,0.311364697850652,0.103,0.07,1,"RNF6"
"RANBP6",0.0099605171203538,-0.809422814493481,0.106,0.137,1,"RANBP6"
"RNF44",0.0100382156754423,-0.644336687156948,0.089,0.12,1,"RNF44"
"RNF219",0.0101076231458485,-0.553099565231706,0.222,0.253,1,"RNF219"
"TRPC4AP",0.0101344218285561,-0.456992722869775,0.241,0.27,1,"TRPC4AP"
"SLC33A1",0.0101980310679884,0.262207617835038,0.111,0.076,1,"SLC33A1"
"KATNAL1",0.0103908439322629,-0.674087681577404,0.125,0.158,1,"KATNAL1"
"RP11-352M15.2",0.0104493497392718,-0.482882225707035,0.233,0.265,1,"RP11-352M15.2"
"BMI1",0.0104580655509645,-0.802590994669013,0.09,0.12,1,"BMI1"
"TFB2M",0.0104608477267746,0.287502280935572,0.102,0.069,1,"TFB2M"
"TBC1D10B",0.0105450213897381,-0.71491551276282,0.084,0.114,1,"TBC1D10B"
"PRAF2",0.0105772809097606,-0.468549352142108,0.343,0.36,1,"PRAF2"
"ZNF26",0.0106526251177856,-0.771070576176764,0.096,0.126,1,"ZNF26"
"CERK",0.0107161594819646,0.335033857099884,0.111,0.078,1,"CERK"
"PCYOX1",0.0107634956497035,-0.628574285883072,0.185,0.216,1,"PCYOX1"
"ADCYAP1R1",0.0108864702058211,-0.656208216732853,0.082,0.112,1,"ADCYAP1R1"
"RRP1B",0.011032527996053,-0.381905406698087,0.328,0.354,1,"RRP1B"
"SOCS6",0.0110372441199296,0.254832067230282,0.101,0.069,1,"SOCS6"
"KDM2B",0.0111623736850846,-0.656299195417224,0.188,0.216,1,"KDM2B"
"ASRGL1",0.0114248178601155,-0.335825500944204,0.31,0.346,1,"ASRGL1"
"BLOC1S4",0.0115957265776691,-0.472459660023583,0.292,0.316,1,"BLOC1S4"
"ATAD2B",0.0116224296883877,-0.709766474774999,0.122,0.154,1,"ATAD2B"
"KDM5C",0.0116909778382132,-0.670352169993361,0.149,0.181,1,"KDM5C"
"THAP1",0.0118044428311744,-0.679547572747287,0.167,0.198,1,"THAP1"
"PITRM1",0.0118359808179839,-0.823068459897248,0.075,0.103,1,"PITRM1"
"ATF2",0.0118477023442715,-0.62936785261433,0.177,0.207,1,"ATF2"
"TMLHE",0.011873725532409,0.298689854751633,0.104,0.071,1,"TMLHE"
"DPYSL4",0.0119041990182115,-0.395014821985698,0.37,0.392,1,"DPYSL4"
"DCAF11",0.0119738693544858,-0.496967631823301,0.223,0.254,1,"DCAF11"
"EXOC4",0.0120325590621169,-0.640783078738115,0.138,0.171,1,"EXOC4"
"NAPG",0.0121069349561931,-0.623082522896808,0.191,0.222,1,"NAPG"
"IBTK",0.012138548031911,-0.515988552694373,0.233,0.264,1,"IBTK"
"DNAJC30",0.0124243910716753,-0.751511014363148,0.107,0.137,1,"DNAJC30"
"GNPAT",0.0124486359024469,-0.435151135683332,0.308,0.332,1,"GNPAT"
"SLK",0.0124652550743704,-0.643796271193319,0.164,0.196,1,"SLK"
"RNF115",0.0125373144574604,-0.470170466561635,0.282,0.307,1,"RNF115"
"MRPS18B",0.0125712023221105,-0.378011040845584,0.375,0.393,1,"MRPS18B"
"RBM6",0.0127152523442804,-0.323409748338381,0.482,0.49,1,"RBM6"
"CHMP1A",0.0127260880202809,-0.431082179319967,0.278,0.305,1,"CHMP1A"
"THAP8",0.0127844231196775,-0.679185276404566,0.079,0.107,1,"THAP8"
"SLC25A22",0.0129107296883215,-0.705966766082786,0.154,0.185,1,"SLC25A22"
"AIFM1",0.0129808206918411,-0.611552221795092,0.141,0.172,1,"AIFM1"
"CBFA2T2",0.0130119468418247,-0.577673415399215,0.134,0.168,1,"CBFA2T2"
"CREBZF",0.0130547540504417,-0.427150410346903,0.188,0.223,1,"CREBZF"
"SRD5A3",0.0131068510794565,-0.780663106330435,0.075,0.103,1,"SRD5A3"
"HMGCR",0.0132131288058195,-0.369039484757737,0.419,0.429,1,"HMGCR"
"CCND3",0.0134732105440304,-0.708918325150445,0.156,0.185,1,"CCND3"
"KCTD5",0.0134788774490503,-0.512944878528814,0.198,0.231,1,"KCTD5"
"FBXW2",0.0135591901627755,-0.594538734678081,0.144,0.176,1,"FBXW2"
"TRAPPC11",0.013653175435177,-0.788664570122154,0.086,0.114,1,"TRAPPC11"
"THUMPD3",0.013709735002194,-0.587211358873873,0.198,0.228,1,"THUMPD3"
"UBL7",0.0137922507810254,-0.597956051690268,0.228,0.254,1,"UBL7"
"PDE9A",0.0141006714851352,-0.442921607333735,0.149,0.183,1,"PDE9A"
"SESN3",0.0143780503818422,0.272937958867318,0.275,0.225,1,"SESN3"
"SLC37A3",0.0143808055353936,-0.557073685625409,0.177,0.208,1,"SLC37A3"
"FKBP11",0.0146513502447202,-0.681741070550944,0.116,0.146,1,"FKBP11"
"IGF1R",0.0147079341391646,-0.568388506207038,0.132,0.163,1,"IGF1R"
"RNF14",0.0147589689486498,-0.714300183002757,0.124,0.155,1,"RNF14"
"ELMSAN1",0.0148037096299261,-0.654025776121424,0.132,0.162,1,"ELMSAN1"
"GFM2",0.0149176466055275,-0.538728585756965,0.086,0.115,1,"GFM2"
"CDC40",0.014957496918123,-0.404342919698881,0.342,0.357,1,"CDC40"
"RCBTB2",0.0150848035684513,-0.698084529587764,0.137,0.167,1,"RCBTB2"
"GPATCH2L",0.0150999306001955,-0.446858921204367,0.3,0.326,1,"GPATCH2L"
"IWS1",0.0151924215489723,-0.410025417729864,0.323,0.342,1,"IWS1"
"SSH2",0.0152960082170576,-0.623470554010884,0.149,0.18,1,"SSH2"
"FAM215B",0.0153627004233457,-0.571194886842017,0.551,0.516,1,"FAM215B"
"FARP1",0.0155529960241132,-0.463408408878034,0.313,0.34,1,"FARP1"
"ZNF668",0.0155564842188374,-0.715253756168676,0.105,0.133,1,"ZNF668"
"TRMT6",0.015567060862036,-0.761840954177028,0.144,0.172,1,"TRMT6"
"BHLHB9",0.0156169236041004,-0.737291475703913,0.075,0.103,1,"BHLHB9"
"DCAF10",0.0156640831734825,-0.575371644934655,0.249,0.273,1,"DCAF10"
"TBC1D17",0.0158786642228607,-0.664126763668249,0.128,0.158,1,"TBC1D17"
"LENG1",0.015888563033339,-0.693614733616982,0.156,0.185,1,"LENG1"
"TTLL1",0.0160524141228701,-0.650638577040433,0.14,0.171,1,"TTLL1"
"NHLH1",0.016084454002608,0.679605886356756,0.071,0.102,1,"NHLH1"
"CEP164",0.0162046389651468,-0.638654998961573,0.154,0.184,1,"CEP164"
"BCL9",0.0162158780263695,-0.656655059381932,0.153,0.182,1,"BCL9"
"MFSD12",0.0162757615144815,-0.887417797845648,0.075,0.102,1,"MFSD12"
"FBXO3",0.0164168422527971,-0.52555925729976,0.23,0.26,1,"FBXO3"
"SLC17A5",0.0164820094508508,-0.615796620982691,0.096,0.125,1,"SLC17A5"
"PELI2",0.0165200173418245,-0.903611666876303,0.102,0.129,1,"PELI2"
"FAAP20",0.0167323354534021,-0.293036554967966,0.479,0.481,1,"FAAP20"
"GTF2F1",0.0167358468847277,-0.400020646549122,0.376,0.392,1,"GTF2F1"
"NUDT16",0.0169443985989207,0.353373756529451,0.126,0.092,1,"NUDT16"
"MSL1",0.0170723010570309,-0.464345058004765,0.258,0.287,1,"MSL1"
"MCAT",0.0172176454885691,-0.807128702409464,0.127,0.154,1,"MCAT"
"UBR1",0.0175503726850622,-0.674544696733864,0.109,0.137,1,"UBR1"
"KTI12",0.0177184130173365,-0.664954303191273,0.121,0.149,1,"KTI12"
"VPS45",0.0179904102732971,-0.508695707524104,0.165,0.197,1,"VPS45"
"CYB561A3",0.0180291771880099,-0.777490405290232,0.084,0.111,1,"CYB561A3"
"G2E3",0.018080639719834,-0.510362937735391,0.217,0.247,1,"G2E3"
"RP11-706O15.1",0.0181136459657523,-0.443690617908313,0.184,0.215,1,"RP11-706O15.1"
"ACAD8",0.0183989593386167,-0.683941685616824,0.149,0.178,1,"ACAD8"
"TXNDC16",0.0184233197724037,-0.622949944115056,0.093,0.121,1,"TXNDC16"
"METTL15",0.0185474789262698,0.297421630584239,0.111,0.08,1,"METTL15"
"B3GALT6",0.018632305933413,-0.637841822777899,0.124,0.152,1,"B3GALT6"
"YIPF1",0.0186330890968712,-0.549893139900289,0.16,0.191,1,"YIPF1"
"FAM192A",0.0189922471968428,-0.300574148669343,0.43,0.442,1,"FAM192A"
"MRPL21",0.019122436647929,-0.283400601327796,0.486,0.498,1,"MRPL21"
"UCHL5",0.0193929452746437,-0.535940923417248,0.157,0.188,1,"UCHL5"
"SLC38A7",0.019450991395682,-0.712140680095247,0.074,0.1,1,"SLC38A7"
"TRIB3",0.0194532198952326,0.617931655389399,0.114,0.084,1,"TRIB3"
"NAA30",0.0195267727075233,-0.657287246329645,0.111,0.139,1,"NAA30"
"NMRAL1",0.0196936507452943,-0.669549673387704,0.079,0.105,1,"NMRAL1"
"EPRS",0.0198204748972425,-0.347608928823894,0.451,0.457,1,"EPRS"
"ZNF106",0.0199341287913775,-0.514525308539803,0.305,0.322,1,"ZNF106"
"RP5-1042K10.10",0.0200648752502181,0.470357563463272,0.104,0.075,1,"RP5-1042K10.10"
"CLPTM1",0.0201321284882802,-0.50679373948249,0.289,0.309,1,"CLPTM1"
"UBXN2B",0.0203045819676232,-0.866018448514079,0.107,0.133,1,"UBXN2B"
"UTP11L",0.020417190608044,-0.419047933389408,0.37,0.378,1,"UTP11L"
"USP7",0.0205317992238624,-0.598041925209619,0.181,0.207,1,"USP7"
"SELT",0.0205659626659175,-0.262106901075895,0.567,0.567,1,"SELT"
"YEATS2",0.0210445304410084,-0.768918929545999,0.102,0.129,1,"YEATS2"
"ZNF529",0.0211337989167599,-0.701683427248354,0.084,0.111,1,"ZNF529"
"SGSM2",0.0211479088341153,-0.663424817226084,0.114,0.142,1,"SGSM2"
"MIIP",0.0215512812458752,-0.502330001243482,0.196,0.223,1,"MIIP"
"AP5M1",0.0216298909865778,-0.444461755495575,0.184,0.214,1,"AP5M1"
"SURF6",0.0217127346832575,-0.503112141601962,0.16,0.189,1,"SURF6"
"NECAB3",0.0219786835424319,0.338870992377413,0.118,0.087,1,"NECAB3"
"CSNK1G3",0.021985195588447,-0.409323209778685,0.237,0.266,1,"CSNK1G3"
"CCZ1B",0.0220777864112343,-0.680025476238985,0.126,0.154,1,"CCZ1B"
"RPL39L",0.0222273171809117,0.252202735080873,0.268,0.222,1,"RPL39L"
"VCPKMT",0.0222606311475473,-0.785772000373335,0.1,0.126,1,"VCPKMT"
"GTF2H1",0.0223669702542898,-0.606929509809886,0.195,0.218,1,"GTF2H1"
"DNM1L",0.0224923255092927,-0.358979653207706,0.372,0.39,1,"DNM1L"
"CEP250",0.0225029383561543,-0.942676699770923,0.131,0.154,1,"CEP250"
"CTBP1",0.0227054752988624,-0.367359168897618,0.269,0.296,1,"CTBP1"
"MAPK7",0.0229955754381064,-0.726409281228142,0.107,0.132,1,"MAPK7"
"BCAS2",0.0230036400768419,-0.337405366616209,0.518,0.517,1,"BCAS2"
"ZMIZ1",0.0230737032323915,-0.51090238485599,0.184,0.213,1,"ZMIZ1"
"GLI4",0.0230937443873659,-0.62399965497072,0.107,0.135,1,"GLI4"
"C8orf82",0.0231064642951107,-0.509460080399063,0.151,0.18,1,"C8orf82"
"RNF4",0.0232322844346158,-0.610920525354631,0.157,0.184,1,"RNF4"
"PPP1R12B",0.023281885573567,-0.591501714072639,0.123,0.151,1,"PPP1R12B"
"NDUFAF3",0.0233158709323079,-0.298667841117068,0.502,0.503,1,"NDUFAF3"
"STARD3",0.0234342271565912,-0.491923864521777,0.26,0.282,1,"STARD3"
"EXOC5",0.0237046464039248,-0.494459825395879,0.237,0.259,1,"EXOC5"
"ZNF280B",0.0237643233305119,-0.8726078939619,0.079,0.104,1,"ZNF280B"
