"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
"SLC25A3",8.41550506738658e-77,0.569035531592042,0.947,0.845,1.66475521243041e-72,"SLC25A3","Dorsal"
"PCDH7",8.50401668438291e-77,-3.80624929744297,0.019,0.159,1.68226458050463e-72,"PCDH7","Ventral"
"LINC00581",1.33474644116293e-76,-7.84024129282655,0.001,0.11,2.64039540990851e-72,"LINC00581","Ventral"
"MALAT1",1.55462703744773e-76,-0.328403911868453,1,1,3.0753632054791e-72,"MALAT1","Not Significant"
"RPL19",2.90208286948612e-76,0.332711654347261,0.999,1,5.74090033241745e-72,"RPL19","Not Significant"
"DERA",4.90608010085072e-76,2.64521933564546,0.228,0.027,9.7052076555029e-72,"DERA","Dorsal"
"TPT1",1.3490157650507e-75,0.410320177466422,0.994,0.991,2.66862298642329e-71,"TPT1","Not Significant"
"ECI1",2.81259140031968e-75,1.99204703705652,0.284,0.06,5.56386830811238e-71,"ECI1","Dorsal"
"HES6",5.55258843978866e-75,1.66625506235081,0.722,0.461,1.09841304515899e-70,"HES6","Dorsal"
"GULP1",5.9237490792714e-75,3.08301914079114,0.213,0.021,1.17183604286147e-70,"GULP1","Dorsal"
"FAM65B",7.09316745972873e-75,-2.38789742974862,0.088,0.274,1.40317038688354e-70,"FAM65B","Ventral"
"RPL30",1.54487228626378e-74,0.3693303263991,0.998,0.998,3.05606635668701e-70,"RPL30","Not Significant"
"PRDX4",1.72272813029701e-74,1.29659122806968,0.462,0.186,3.40790078735355e-70,"PRDX4","Dorsal"
"ORC6",2.72984212498692e-74,2.35092563662835,0.281,0.063,5.40017369164912e-70,"ORC6","Dorsal"
"NES",5.3934650520189e-74,1.70852129527373,0.378,0.128,1.06693525659038e-69,"NES","Dorsal"
"CDT1",7.70513747249254e-74,3.68098073954459,0.196,0.015,1.52423029480847e-69,"CDT1","Dorsal"
"RPS3A",8.7034611942449e-74,0.396534940626679,0.999,0.999,1.72171869344553e-69,"RPS3A","Not Significant"
"KLC1",9.1639603318929e-74,-0.818391268147974,0.604,0.748,1.81281463285505e-69,"KLC1","Ventral"
"PGRMC2",9.72950191771865e-74,1.29676542890306,0.461,0.185,1.9246900693631e-69,"PGRMC2","Dorsal"
"PSAT1",1.00483275675575e-73,1.72890027174903,0.369,0.122,1.98776015941423e-69,"PSAT1","Dorsal"
"PSME1",1.010922196595e-73,1.19155839338392,0.443,0.165,1.99980628930422e-69,"PSME1","Dorsal"
"GGCT",1.4083130479937e-73,1.5823642726963,0.395,0.142,2.78592487154113e-69,"GGCT","Dorsal"
"CLU",3.19855487784374e-73,1.63236232918259,0.418,0.166,6.32738125935048e-69,"CLU","Dorsal"
"UCP2",4.33715008064967e-73,1.80232604121443,0.291,0.064,8.57975028954117e-69,"UCP2","Dorsal"
"PPA1",4.63178715227035e-73,0.596766621334661,0.907,0.718,9.1626013446212e-69,"PPA1","Dorsal"
"CDK4",6.71737700292436e-73,1.16066064827711,0.536,0.256,1.3288315187185e-68,"CDK4","Dorsal"
"CALU",7.66798297462375e-73,1.24045202710786,0.453,0.179,1.51688039204007e-68,"CALU","Dorsal"
"CKS1B",1.0463061700747e-72,1.91428060193233,0.382,0.143,2.06980286564178e-68,"CKS1B","Dorsal"
"BARD1",1.36257123652504e-72,2.91364278767516,0.211,0.022,2.69543842009384e-68,"BARD1","Dorsal"
"EMP3",1.11922054117617e-71,4.42768336695068,0.177,0.007,2.2140420745547e-67,"EMP3","Dorsal"
"BASP1",1.67336474739224e-71,-0.439628551663679,0.986,0.98,3.31025014329134e-67,"BASP1","Not Significant"
"NCALD",1.75814403802895e-71,1.91946274052256,0.291,0.071,3.47796053602887e-67,"NCALD","Dorsal"
"CTNNAL1",1.82398166878951e-71,2.27089845816336,0.259,0.052,3.60820053719941e-67,"CTNNAL1","Dorsal"
"REST",1.91914928550697e-71,2.47032100203247,0.238,0.038,3.79646111658989e-67,"REST","Dorsal"
"GLO1",2.21835313269396e-71,0.974717537451005,0.635,0.358,4.3883461670952e-67,"GLO1","Dorsal"
"SERPINH1",3.53330101457881e-71,2.96868088080871,0.208,0.022,6.9895760670398e-67,"SERPINH1","Dorsal"
"SYT5",5.65423897015336e-71,-1.93077548540803,0.131,0.326,1.11852155307574e-66,"SYT5","Ventral"
"GMPS",9.062017711241e-71,1.23530237696029,0.419,0.152,1.79264834363769e-66,"GMPS","Dorsal"
"LTA4H",1.06259988521012e-70,1.41448599184161,0.395,0.138,2.10203509292265e-66,"LTA4H","Dorsal"
"ARX",1.07728894815144e-70,-2.39661600048251,0.111,0.293,2.13109299723317e-66,"ARX","Ventral"
"SST",2.13899553771112e-70,-5.86013879700717,0.037,0.183,4.23136097270014e-66,"SST","Ventral"
"RAI14",6.88999748458849e-70,2.12986843662161,0.256,0.05,1.3629793024013e-65,"RAI14","Dorsal"
"FNBP1L",1.92371681504081e-69,-0.795721757015726,0.605,0.739,3.80549660351373e-65,"FNBP1L","Ventral"
"RIMS2",2.62596196318979e-69,-2.93741982993813,0.039,0.188,5.19467795558204e-65,"RIMS2","Ventral"
"METRN",2.90796554449794e-69,2.53224329453677,0.241,0.045,5.75253744012583e-65,"METRN","Dorsal"
"IER5",2.97949196346432e-69,1.58234401317829,0.351,0.115,5.89403100212511e-65,"IER5","Dorsal"
"NRGN",3.08705455391866e-69,-4.37231115426114,0.02,0.15,6.1068113185619e-65,"NRGN","Ventral"
"SOX9",3.1249576507165e-69,1.2376352157949,0.375,0.122,6.18179122464738e-65,"SOX9","Dorsal"
"NXPH1",5.3554021490277e-69,-7.43605667374469,0.002,0.102,1.05940565312066e-64,"NXPH1","Ventral"
"MSMO1",6.4758375219276e-69,0.780185862989214,0.804,0.556,1.28105017858772e-64,"MSMO1","Dorsal"
"IQGAP2",6.92897733488825e-69,3.64128701076574,0.186,0.014,1.37069029638759e-64,"IQGAP2","Dorsal"
"CXXC4",1.00383994312717e-68,-2.22482891797767,0.092,0.269,1.98579617549416e-64,"CXXC4","Ventral"
"ZC2HC1A",1.61260712488805e-68,-1.15215742129424,0.443,0.599,3.19005941445354e-64,"ZC2HC1A","Ventral"
"NUSAP1",2.57488379236202e-68,3.44432615392835,0.212,0.03,5.09363511805054e-64,"NUSAP1","Dorsal"
"ERBB4",3.33706765358906e-68,-3.84514320167249,0.031,0.17,6.60138723232988e-64,"ERBB4","Ventral"
"SYPL1",3.96506727254492e-68,2.13906970616356,0.252,0.051,7.84369607854837e-64,"SYPL1","Dorsal"
"ECI2",9.01341821222371e-68,1.47879939443212,0.324,0.092,1.7830343907421e-63,"ECI2","Dorsal"
"DOK5",1.18242573567658e-67,1.43504643155681,0.361,0.124,2.33907459031542e-63,"DOK5","Dorsal"
"H2AFX",1.23953860671603e-67,1.86882660389397,0.329,0.104,2.45205527180566e-63,"H2AFX","Dorsal"
"HES4",4.28590633621259e-67,1.0941883383432,0.68,0.432,8.47837991429575e-63,"HES4","Dorsal"
"PTBP1",4.57071248186343e-67,1.26191984898761,0.393,0.141,9.04178343162223e-63,"PTBP1","Dorsal"
"TGIF1",5.03422962452021e-67,2.72101735850873,0.202,0.023,9.95871304322588e-63,"TGIF1","Dorsal"
"RAN",5.53953792509839e-67,0.491796243590545,0.968,0.883,1.09583139234296e-62,"RAN","Not Significant"
"PABPC1",5.59187175551874e-67,0.59399910881769,0.904,0.743,1.10618407067672e-62,"PABPC1","Dorsal"
"CCDC88A",7.68878556539655e-67,-1.30199458121982,0.454,0.589,1.52099556054675e-62,"CCDC88A","Ventral"
"B2M",8.1750672254071e-67,1.47943734639607,0.382,0.14,1.61719179853003e-62,"B2M","Dorsal"
"CALM3",1.49250517745589e-66,-0.58563548848865,0.826,0.873,2.95247374204323e-62,"CALM3","Ventral"
"MAP2",2.53651745549758e-66,-0.689759727027198,0.683,0.802,5.01773883046531e-62,"MAP2","Ventral"
"CDK1",2.71218510856739e-66,3.68650534948175,0.183,0.016,5.36524458176801e-62,"CDK1","Dorsal"
"TEAD2",2.98884426658454e-66,2.84881477925511,0.191,0.019,5.91253172815754e-62,"TEAD2","Dorsal"
"CHD7",3.02280876482145e-66,0.984440880844394,0.5,0.223,5.97972029856979e-62,"CHD7","Dorsal"
"KIDINS220",4.82878904403609e-66,-0.894269233956824,0.462,0.645,9.5523104869122e-62,"KIDINS220","Ventral"
"ROBO1",5.15672019460178e-66,-2.01581565262929,0.121,0.304,1.02010238889612e-61,"ROBO1","Ventral"
"VEPH1",6.9279032712288e-66,3.91693178611245,0.173,0.011,1.37047782511448e-61,"VEPH1","Dorsal"
"ANKRD12",8.51989164004038e-66,-0.790158361454705,0.676,0.763,1.68540496423279e-61,"ANKRD12","Ventral"
"SCAF11",9.02071376012101e-66,1.26074859905136,0.422,0.169,1.78447759602714e-61,"SCAF11","Dorsal"
"SOX21",9.84721332177672e-66,3.8461798613511,0.17,0.009,1.94797573931387e-61,"SOX21","Dorsal"
"VSTM2A",2.71643589392335e-65,-4.90837853569711,0.01,0.12,5.37365348535917e-61,"VSTM2A","Ventral"
"ID4",2.83526267638675e-65,1.30717237380736,0.522,0.291,5.60871662642827e-61,"ID4","Dorsal"
"LINC00998",2.85192841693627e-65,1.32760191690833,0.401,0.156,5.64168479438333e-61,"LINC00998","Dorsal"
"CNN3",3.05044863982633e-65,0.886927765014706,0.688,0.433,6.03439749930445e-61,"CNN3","Dorsal"
"IDI1",3.71295887499085e-65,0.695804536548454,0.833,0.609,7.34497524650691e-61,"IDI1","Dorsal"
"ABRACL",4.8190123402931e-65,1.25115477163408,0.557,0.308,9.5329702115678e-61,"ABRACL","Dorsal"
"TMA16",7.46186363217387e-65,1.90615508040795,0.262,0.06,1.47610586371664e-60,"TMA16","Dorsal"
"TSC22D1",9.83847306277825e-65,-0.710525808590968,0.87,0.863,1.94624674127879e-60,"TSC22D1","Ventral"
"FAM60A",1.27131594741669e-64,1.19753715628812,0.46,0.2,2.5149172071797e-60,"FAM60A","Dorsal"
"H2AFV",2.36698368085103e-64,0.985299865766511,0.57,0.299,4.68236711745951e-60,"H2AFV","Dorsal"
"GMNN",3.32641803756217e-64,1.83419609748095,0.288,0.079,6.58032016190549e-60,"GMNN","Dorsal"
"RHOA",3.95647636581554e-64,0.868839878482017,0.647,0.372,7.82670154685629e-60,"RHOA","Dorsal"
"TMX1",4.34760155995659e-64,1.39122557664117,0.342,0.109,8.60042540590612e-60,"TMX1","Dorsal"
"CPNE3",7.18273124971653e-64,0.926848325173368,0.528,0.245,1.42088789581892e-59,"CPNE3","Dorsal"
"INSIG1",8.50500567163624e-64,1.02057762290368,0.509,0.241,1.68246022196308e-59,"INSIG1","Dorsal"
"RUFY3",9.65833065298238e-64,-0.875530843995753,0.544,0.68,1.91061096977297e-59,"RUFY3","Ventral"
"USP1",1.36215027795569e-63,1.23272722001488,0.442,0.189,2.69460567985195e-59,"USP1","Dorsal"
"IER2",1.50579175307368e-63,0.924382299005501,0.573,0.296,2.97875724593035e-59,"IER2","Dorsal"
"ATP6V0B",1.54183467000041e-63,-0.70528746034348,0.654,0.752,3.05005734419481e-59,"ATP6V0B","Ventral"
"GOLIM4",1.84769220438299e-63,1.41736940088861,0.32,0.097,3.65510471871042e-59,"GOLIM4","Dorsal"
"CENPK",2.09709731143874e-63,2.8411950417549,0.194,0.024,4.14847790148812e-59,"CENPK","Dorsal"
"SHISA2",2.50545802726856e-63,2.76803480656028,0.206,0.03,4.95629706954266e-59,"SHISA2","Dorsal"
"RPL18",2.72354764550513e-63,0.317170748061295,0.998,0.997,5.38772195233826e-59,"RPL18","Not Significant"
"OSTC",2.79038199594905e-63,0.968588759448301,0.538,0.263,5.51993366438641e-59,"OSTC","Dorsal"
"ACAT2",3.68599372916201e-63,0.875026144475296,0.737,0.515,7.2916327950283e-59,"ACAT2","Dorsal"
"SHMT2",5.11016027225398e-63,1.73738921209564,0.286,0.079,1.01089190505728e-58,"SHMT2","Dorsal"
"DMRTA2",6.62010788886474e-63,4.0988687297861,0.163,0.009,1.30958974257522e-58,"DMRTA2","Dorsal"
"SLA",1.21597293109573e-62,2.74636590239012,0.24,0.055,2.40543765229357e-58,"SLA","Dorsal"
"CELF5",1.46697275703915e-62,-1.23502061252742,0.313,0.5,2.90196550797484e-58,"CELF5","Ventral"
"DNPH1",1.50510345562376e-62,1.58466277180998,0.307,0.093,2.97739565591492e-58,"DNPH1","Dorsal"
"RPL37A",1.65089154140312e-62,0.28166796335772,0.999,0.999,3.26579364720366e-58,"RPL37A","Not Significant"
"EMP2",1.73798987166405e-62,3.62826005462333,0.165,0.01,3.43809156412583e-58,"EMP2","Dorsal"
"EBPL",2.14249823164086e-62,1.15198919272775,0.457,0.201,4.23829000183194e-58,"EBPL","Dorsal"
"TBCB",9.87799593031811e-62,-0.650165008096062,0.732,0.804,1.95406515493553e-57,"TBCB","Ventral"
"TGIF2",2.37306445191724e-61,4.29654987030976,0.155,0.007,4.69439609878268e-57,"TGIF2","Dorsal"
"SEPT11",2.66253237507819e-61,0.705312572738336,0.774,0.499,5.26702154437968e-57,"SEPT11","Dorsal"
"FBL",4.32791389391487e-61,0.833399624807938,0.626,0.349,8.56147926494239e-57,"FBL","Dorsal"
"RPL9",4.34416869022831e-61,0.283586719039979,0.999,1,8.59363450300964e-57,"RPL9","Not Significant"
"RASL11B",4.87136379220293e-61,2.8624610194239,0.21,0.037,9.63653185373584e-57,"RASL11B","Dorsal"
"AP1S2",6.08563398511494e-61,-1.29650482585088,0.426,0.559,1.20386011493544e-56,"AP1S2","Ventral"
"MAP2K2",7.49045824381269e-61,1.01781087791746,0.478,0.22,1.48176244979103e-56,"MAP2K2","Dorsal"
"GPC2",9.32467397671866e-61,-1.02567977117552,0.448,0.609,1.84460700607449e-56,"GPC2","Ventral"
"RPL22L1",1.72257604214654e-60,1.18394870051221,0.465,0.217,3.40759992657428e-56,"RPL22L1","Dorsal"
"CAP2",2.20260888929905e-60,1.61502794548663,0.32,0.107,4.35720090481139e-56,"CAP2","Dorsal"
"DNAJB6",2.68421010513754e-60,-0.560678626019393,0.836,0.883,5.30990442998309e-56,"DNAJB6","Ventral"
"MIR7-3HG",3.06972360317148e-60,-2.68314292761922,0.048,0.189,6.07252723179382e-56,"MIR7-3HG","Ventral"
"PGM1",3.21971666330866e-60,2.22332922008275,0.214,0.038,6.3692435033572e-56,"PGM1","Dorsal"
"RBPJ",4.20625073271606e-60,0.747257585830486,0.742,0.455,8.3208051994589e-56,"RBPJ","Dorsal"
"RPL10",4.63687573969736e-60,0.251020849252215,0.999,0.999,9.17266758826932e-56,"RPL10","Not Significant"
"INTU",5.36853913214721e-60,1.61106994466997,0.296,0.089,1.06200441112136e-55,"INTU","Dorsal"
"NGEF",5.66934633325355e-60,-2.8235788167247,0.039,0.175,1.12151009164422e-55,"NGEF","Ventral"
"TSPAN6",8.2879644603601e-60,1.69268117051562,0.261,0.065,1.63952512954843e-55,"TSPAN6","Dorsal"
"RPA1",8.64013490354812e-60,1.56985532072687,0.284,0.08,1.70919148661989e-55,"RPA1","Dorsal"
"MCM5",1.07797750658425e-59,2.63772777611452,0.188,0.025,2.13245510352497e-55,"MCM5","Dorsal"
"GAP43",1.32153677725766e-59,-0.598580524006088,0.684,0.834,2.6142640527711e-55,"GAP43","Ventral"
"RPS11",3.34781469023349e-59,0.36273773193358,0.998,0.998,6.62264702021989e-55,"RPS11","Not Significant"
"HADHB",3.45372418680041e-59,1.39487718965834,0.297,0.087,6.83215718632858e-55,"HADHB","Dorsal"
"CCDC109B",3.59026745194076e-59,2.0626795888007,0.2,0.031,7.10226707342921e-55,"CCDC109B","Dorsal"
"HSPD1",7.60017204144321e-59,0.646592689209717,0.865,0.672,1.5034660332383e-54,"HSPD1","Dorsal"
"KCNG1",9.25727225657565e-59,1.67545210954952,0.279,0.08,1.8312735977958e-54,"KCNG1","Dorsal"
"MIR124-2HG",1.00167195208393e-58,-2.25771208559352,0.082,0.24,1.98150745561243e-54,"MIR124-2HG","Ventral"
"HELLS",1.41497510884209e-58,1.95948201010703,0.268,0.075,2.79910376031143e-54,"HELLS","Dorsal"
"PDLIM3",1.5207232486793e-58,3.86927129269865,0.154,0.009,3.00829473053739e-54,"PDLIM3","Dorsal"
"MAD2L1",2.14492805836166e-58,2.18571635833432,0.236,0.055,4.24309668505104e-54,"MAD2L1","Dorsal"
"CDKN2D",2.47273423304372e-58,-1.00331107940787,0.355,0.547,4.89156285980709e-54,"CDKN2D","Ventral"
"BOC",3.07152399678946e-58,3.52631674443817,0.161,0.013,6.07608877044892e-54,"BOC","Dorsal"
"DEK",4.08815280472273e-58,0.928371890725122,0.709,0.498,8.08718387830251e-54,"DEK","Dorsal"
"SCN3A",6.20859755089538e-58,-2.24462371745057,0.073,0.226,1.22818476751812e-53,"SCN3A","Ventral"
"RUNDC3B",7.80533818503146e-58,-1.96170627191749,0.089,0.251,1.54405199976292e-53,"RUNDC3B","Ventral"
"HNRNPF",8.97170331429383e-58,0.809058688057974,0.605,0.334,1.7747823496336e-53,"HNRNPF","Dorsal"
"CLNS1A",1.11590490029676e-57,0.808403928531654,0.645,0.38,2.20748307376705e-53,"CLNS1A","Dorsal"
"MPDZ",1.21875580177167e-57,1.83732772075235,0.247,0.061,2.41094272706472e-53,"MPDZ","Dorsal"
"ATAD2",1.26471559536182e-57,3.40001084328836,0.161,0.013,2.50186039074476e-53,"ATAD2","Dorsal"
"COL6A1",1.72570569089184e-57,1.81298985062728,0.24,0.056,3.41379099772225e-53,"COL6A1","Dorsal"
"CST3",1.84249575937176e-57,0.825985901889188,0.536,0.254,3.64482511118921e-53,"CST3","Dorsal"
"CENPU",2.50642060837406e-57,2.65155658041708,0.188,0.028,4.95820124748557e-53,"CENPU","Dorsal"
"TFDP2",2.89495622184114e-57,1.12831781910717,0.46,0.212,5.72680239804615e-53,"TFDP2","Dorsal"
"LRTM1",4.22559688585352e-57,-3.44398176240023,0.016,0.123,8.35907575959544e-53,"LRTM1","Ventral"
"SNCAIP",4.34502929648462e-57,1.79818614336987,0.252,0.065,8.59533695430588e-53,"SNCAIP","Dorsal"
"SAT1",4.57877359726049e-57,1.2763839600273,0.435,0.193,9.0577299301007e-53,"SAT1","Dorsal"
"SEPT9",4.6944295877397e-57,1.0840360676812,0.388,0.151,9.28652061046667e-53,"SEPT9","Dorsal"
"GCSH",5.6427423311082e-57,0.826522770051139,0.617,0.344,1.11624728793982e-52,"GCSH","Dorsal"
"PLIN3",6.11692843429184e-57,2.18469969162724,0.203,0.035,1.21005078287161e-52,"PLIN3","Dorsal"
"PTTG1",7.91714279852893e-57,2.06725490082435,0.316,0.116,1.56616918840499e-52,"PTTG1","Dorsal"
"TJP1",1.01387597114643e-56,1.84217123524939,0.236,0.055,2.00564944612187e-52,"TJP1","Dorsal"
"HLA-A",1.02854263671377e-56,1.81424729383082,0.258,0.071,2.03466304394718e-52,"HLA-A","Dorsal"
"GAS1",1.03592383908104e-56,2.53428884508637,0.189,0.029,2.04926453847012e-52,"GAS1","Dorsal"
"DAP",1.11531183030576e-56,1.70215353208836,0.258,0.069,2.20630986271085e-52,"DAP","Dorsal"
"CHAF1A",2.44414841151575e-56,1.94299898316819,0.225,0.049,4.83501438766045e-52,"CHAF1A","Dorsal"
"UBE2C",2.54363386566822e-56,2.96843703858153,0.186,0.029,5.03181651306487e-52,"UBE2C","Dorsal"
"CCNB2",4.15201153863105e-56,2.93938612533252,0.169,0.019,8.21350922571995e-52,"CCNB2","Dorsal"
"TMEM35",6.47634216303564e-56,-1.05047126152542,0.391,0.551,1.28115000669171e-51,"TMEM35","Ventral"
"JADE1",7.85345024044456e-56,1.32842085155328,0.342,0.128,1.55356952656474e-51,"JADE1","Dorsal"
"C4orf48",7.99303270512616e-56,-0.636432004548413,0.767,0.82,1.58118172972806e-51,"C4orf48","Ventral"
"NHLH1",8.61576077219894e-56,3.28239537117094,0.188,0.031,1.70436979595639e-51,"NHLH1","Dorsal"
"ANP32E",1.24940061864122e-55,1.23508323356025,0.373,0.148,2.47156430379606e-51,"ANP32E","Dorsal"
"GABRB3",1.5737559680507e-55,-1.62624404027172,0.151,0.324,3.1132040559979e-51,"GABRB3","Ventral"
"RPSA",1.69397099847889e-55,0.317013705251793,0.995,0.996,3.35101342919094e-51,"RPSA","Not Significant"
"PAWR",3.55198688329145e-55,2.10044378184491,0.213,0.044,7.02654045252715e-51,"PAWR","Dorsal"
"RPL36A",3.58107802944221e-55,0.46918755722734,0.937,0.829,7.08408855784258e-51,"RPL36A","Not Significant"
"MDFI",5.7799198106401e-55,1.39301372610135,0.274,0.08,1.14338373694082e-50,"MDFI","Dorsal"
"PEBP1",6.35762663083847e-55,-0.399822910914216,0.968,0.963,1.25766570011247e-50,"PEBP1","Not Significant"
"SEZ6L2",7.17421437260063e-55,-0.856438981574001,0.342,0.554,1.41920308718786e-50,"SEZ6L2","Ventral"
"TAGLN3",7.45020523304393e-55,-0.557660747365164,0.652,0.783,1.47379959920075e-50,"TAGLN3","Ventral"
"H2AFZ",8.05368323641211e-55,0.538815321069907,0.973,0.935,1.59317961782704e-50,"H2AFZ","Dorsal"
"P4HA1",8.88309326631215e-55,1.89093375922084,0.233,0.057,1.75725350994187e-50,"P4HA1","Dorsal"
"RPS16",1.1849927097311e-54,0.343843722416335,0.997,0.998,2.34415257839006e-50,"RPS16","Not Significant"
"ISYNA1",1.34109525770531e-54,1.05742879236151,0.406,0.173,2.65295463879264e-50,"ISYNA1","Dorsal"
"HADH",1.55635340674482e-54,1.43238586243107,0.287,0.089,3.0787783092226e-50,"HADH","Dorsal"
"XIST",1.56461847636817e-54,-0.914386915202168,0.295,0.518,3.09512826995152e-50,"XIST","Ventral"
"NLGN1",1.71541919076577e-54,2.06331666604165,0.211,0.044,3.39344224317285e-50,"NLGN1","Dorsal"
"DARS",1.75813862802118e-54,0.964432875975904,0.432,0.188,3.47794983395149e-50,"DARS","Dorsal"
"ATRAID",3.37191598515489e-54,0.944988526456542,0.498,0.248,6.6703242018334e-50,"ATRAID","Dorsal"
"HDAC1",3.37897364691707e-54,1.83861017585373,0.208,0.041,6.68428566833134e-50,"HDAC1","Dorsal"
"LITAF",3.50109095316129e-54,2.43027884241007,0.169,0.021,6.92585812354367e-50,"LITAF","Dorsal"
"CRB2",4.83386668461876e-54,3.86810230315256,0.144,0.009,9.56235507551284e-50,"CRB2","Dorsal"
"AAMDC",5.44411673167365e-54,2.26338612164754,0.183,0.028,1.07695517185968e-49,"AAMDC","Dorsal"
"RPL31",6.5528488055254e-54,0.324096745782886,0.997,0.994,1.29628455070904e-49,"RPL31","Not Significant"
"TMEM98",6.79018081263533e-54,0.996852323492992,0.398,0.164,1.34323356835552e-49,"TMEM98","Dorsal"
"SSTR2",9.00718439467035e-54,2.00287003882805,0.328,0.138,1.78180121695369e-49,"SSTR2","Dorsal"
"DAAM1",9.31161611155294e-54,-0.706202276442878,0.675,0.75,1.8420238991874e-49,"DAAM1","Ventral"
"TOP2A",1.07015530191854e-53,3.55721197778644,0.172,0.025,2.11698121825526e-49,"TOP2A","Dorsal"
"LAPTM4B",1.12369455112678e-53,0.6912989289739,0.537,0.279,2.222892561039e-49,"LAPTM4B","Dorsal"
"PFDN2",1.77342685753034e-53,-0.620278121671716,0.77,0.796,3.50819300956653e-49,"PFDN2","Ventral"
"TTC9B",2.49867788443919e-53,-0.919732800508259,0.307,0.514,4.9428845909976e-49,"TTC9B","Ventral"
"WHSC1L1",2.9536465554473e-53,-0.582019878343366,0.764,0.799,5.84290361598585e-49,"WHSC1L1","Ventral"
"CLSPN",3.98102647077898e-53,3.02040312597362,0.163,0.02,7.87526656449498e-49,"CLSPN","Dorsal"
"COL11A1",5.18718160332464e-53,3.52592685793605,0.145,0.011,1.02612826476968e-48,"COL11A1","Dorsal"
"SLC8A1",6.52769359109368e-53,-1.58440130574211,0.19,0.361,1.29130834619015e-48,"SLC8A1","Ventral"
"PARP1",6.74974620555324e-53,0.638921891033366,0.747,0.489,1.33523479438254e-48,"PARP1","Dorsal"
"TUBA1A",7.4342683820342e-53,-0.337756495869607,1,1,1.470646971334e-48,"TUBA1A","Not Significant"
"SLC25A5",9.11206714720821e-53,0.564112632590658,0.835,0.628,1.80254912306073e-48,"SLC25A5","Dorsal"
"CHEK1",9.62862462051572e-53,2.01270034229438,0.203,0.041,1.90473452243042e-48,"CHEK1","Dorsal"
"DNM3",1.31232891262218e-52,-2.06872238062433,0.072,0.218,2.5960490549492e-48,"DNM3","Ventral"
"LRRC4C",1.45203835426956e-52,-2.16992767607037,0.102,0.253,2.87242227241605e-48,"LRRC4C","Ventral"
"FZD2",1.53537249904545e-52,2.22196743579665,0.178,0.027,3.03727387761171e-48,"FZD2","Dorsal"
"GLRA2",1.87959814366401e-52,-3.76223229981224,0.011,0.105,3.71822104779615e-48,"GLRA2","Ventral"
"COX6A1",2.07439148112636e-52,-0.419573863376212,0.931,0.955,4.10356122796417e-48,"COX6A1","Not Significant"
"FGF14",3.20623119276586e-52,-2.79625063610734,0.038,0.161,6.34256654552942e-48,"FGF14","Ventral"
"LHFP",3.27497472341176e-52,-1.72339419029014,0.145,0.312,6.47855499785314e-48,"LHFP","Ventral"
"URI1",4.96036300316686e-52,1.12652789836839,0.379,0.16,9.81259009286468e-48,"URI1","Dorsal"
"ENO2",5.40975528410635e-52,-0.811189924400206,0.57,0.675,1.07015779030192e-47,"ENO2","Ventral"
"MCM2",6.00321257305242e-52,2.88153900729237,0.161,0.02,1.18755551120123e-47,"MCM2","Dorsal"
"LY6E",6.48028346104515e-52,1.11312800199887,0.386,0.165,1.28192967426395e-47,"LY6E","Dorsal"
"CMTM3",7.5675794037082e-52,2.2757454883531,0.179,0.028,1.49701855764156e-47,"CMTM3","Dorsal"
